"country_name","sub_country_name","set_description","set_text","set_designer","set_start_year","set_start_month","set_start_day","set_end_year","set_end_month","set_end_day","set_perf_info","set_type_number","set_watermark_number","sg_number","stamp_prefix","stamp_sg_number","stamp_pre_suffix","stamp_suffix","stamp_description","variety_description","stamp_issue_price","stamp_type_number","stamp_unused","stamp_used","variety_flag"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","S"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 a","NULL","1","NULL","a","NULL","Double letter in corner","NULL","NULL","-1","975.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 aa","NULL","1","NULL","aa","NULL","Re-entry","NULL","NULL","-1","1100.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 b","NULL","1","NULL","b","NULL","Guide line in corner","NULL","NULL","-1","925.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 c","NULL","1","NULL","c","NULL","Guide line through value","NULL","NULL","-1","925.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 e","NULL","1","NULL","e","NULL","Obliterated by Maltese Cross","NULL","NULL","NULL","NULL","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In red","NULL","NULL","-1","1000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In black","NULL","NULL","-1","900.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In blue","NULL","NULL","-1","15000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In magenta","NULL","NULL","-1","12000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 f","NULL","1","NULL","f","NULL","Obliterated by Maltese Cross with number in centre","NULL","NULL","-1","18000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 g","NULL","1","NULL","g","NULL","Obliterated “Penny Post” in black (without Maltese Cross)","NULL","NULL","-1","15000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 h","NULL","1","NULL","h","NULL","Obliterated by town postmark (without Maltese Cross) in black","NULL","NULL","-1","9000.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1 i","NULL","1","NULL","i","NULL","Obliterated by 1844 type postmark","NULL","NULL","NULL","NULL","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In black","NULL","NULL","-1","2500.00","V"
"Great Britain","Great Britain","Varieties of 2d. blue.","NULL","NULL","1840","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","1","NULL","NULL","NULL","In blue","NULL","NULL","-1","18000.00","V"
"Great Britain","Great Britain","Printed from “black” plates.","The first printings of the 1d. in red-brown were made from Plates 1b, 2, 5 and 8 to 11 used for the 1d. black.[gap]","NULL","1841","Feb","10","NULL","NULL","NULL","Imperf","NULL","NULL","7","NULL","7","NULL","NULL","red-brown (shades)","NULL","1d.","1","2700.00","130.00","S"
"Great Britain","Great Britain","Printed from “black” plates.","The first printings of the 1d. in red-brown were made from Plates 1b, 2, 5 and 8 to 11 used for the 1d. black.[gap]","NULL","1841","Feb","10","NULL","NULL","NULL","Imperf","NULL","NULL","7 a","NULL","7","NULL","a","red-brown (shades)","“PB” re-entry (Plate 5, 3rd state)","1d.","1","-1","2500.00","V"
"Great Britain","Great Britain","Printed from “black” plates.","The first printings of the 1d. in red-brown were made from Plates 1b, 2, 5 and 8 to 11 used for the 1d. black.[gap]","NULL","1841","Feb","10","NULL","NULL","NULL","Imperf","NULL","NULL","7 Wi","NULL","7","NULL","Wi","red-brown (shades)","Watermark inverted (Plates 1b, 8 and 10) from","1d.","1","-1","3000.00","V"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","8","NULL","8","NULL","NULL","red-brown","NULL","1d.","1","600.00","30.00","S"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","8 s","NULL","8","NULL","s","red-brown","Opt. “SPECIMEN” (1)","1d.","1","3500.00","NULL","V"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","8 Wi","NULL","8","NULL","Wi","red-brown","Watermark inverted","1d.","1","4250.00","400.00","V"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","8a","NULL","8","a","NULL","red-brown on very blue paper","NULL","1d.","NULL","700.00","32.00","S"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","9","NULL","9","NULL","NULL","pale red-brown (worn plates)","NULL","1d.","NULL","675.00","40.00","S"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","10","NULL","10","NULL","NULL","deep red-brown","NULL","1d.","NULL","900.00","45.00","S"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","11","NULL","11","NULL","NULL","lake-red","NULL","1d.","NULL","5250.00","850.00","S"
"Great Britain","Great Britain","Plate 12 onwards.","NULL","NULL","1841","late Feb","NULL","NULL","NULL","NULL","Imperf","NULL","NULL","12","NULL","12","NULL","NULL","orange-brown","NULL","1d.","NULL","2000.00","275.00","S"
"Great Britain","Great Britain","Error. No letter “A” in right lower corner (Stamp B (A), Plate 77)","The error “No letter A in right corner” was due to the omission to insert this letter on stamp B A of Plate 77. The error was discovered some months after the plate was registered and was then corrected.[gap]There are innumerable variations in the colour shade of the 1d. “red” and those given in the above list represent colour groups each covering a wide range.[gap]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12a","NULL","12","a","NULL","red-brown","NULL","1d.","1","-1","25000.00","S"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","NULL","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","S"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 b","NULL","8","NULL","b","NULL","Major re-entry from","NULL","NULL","-1","90.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 c","NULL","8","NULL","c","NULL","Double letter in corner","NULL","NULL","-1","38.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 d","NULL","8","NULL","d","NULL","Double Star (Plate 75) “Union Jack” re-entry","NULL","NULL","32000.00","3000.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 e","NULL","8","NULL","e","NULL","Guide line in corner","NULL","NULL","-1","32.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 f","NULL","8","NULL","f","NULL","Guide line through value","NULL","NULL","-1","35.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 g","NULL","8","NULL","g","NULL","Thick outer frame to stamp","NULL","NULL","-1","35.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 h","NULL","8","NULL","h","NULL","Ivory head","NULL","NULL","600.00","35.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 i","NULL","8","NULL","i","NULL","Treasury roulette","NULL","NULL","80000.00","7200.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 j","NULL","8","NULL","j","NULL","Left corner letter “S” inverted (Plates 78, 105, 107)","NULL","NULL","-1","160.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 k","NULL","8","NULL","k","NULL","P converted to R (Plates 30/1, 33, 83, 86)","NULL","NULL","-1","80.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8 l","NULL","8","NULL","l","NULL","Obliterated by Maltese Cross","NULL","NULL","NULL","NULL","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","NULL","8","NULL","NULL","NULL","In red","NULL","NULL","-1","4800.00","V"
"Great Britain","Great Britain","Varieties of 1d. red-brown, etc.","Stamps with thick outer frame to the design are from plates on which the frame-lines have been straightened or recut, particularly Plates 76 and 90.[gap]For “Union Jack” re-entry see General Notes to Line-engraved Issues.[gap]In “P converted to R” the corner letter “R” is formed from the “P”, the distinctive long tail having been hand-cut.[gap]","NULL","1841","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","NULL","8","NULL","NULL","NULL","In black","NULL","NULL","-1","60.00","V"
