"country_name","sub_country_name","set_description","set_text","set_designer","set_start_year","set_start_month","set_start_day","set_end_year","set_end_month","set_end_day","set_perf_info","set_type_number","set_watermark_number","sg_number","stamp_prefix","stamp_sg_number","stamp_pre_suffix","stamp_suffix","stamp_description","variety_description","stamp_issue_price","stamp_type_number","stamp_unused","stamp_used","variety_flag"
"France","NULL","NULL","The shades are mostly lighter and different in tone from those of originals, and except in the case of the 20c. black, and the 1 franc are almost identical with those in use for the perforated Empire issue of the same date.[gap]The 1 franc in the orange shades was not reprinted, and no tête-bêche pairs have been found in the reprints of the first issue.[gap]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35","NULL","35","NULL","NULL","blue","NULL","20c.","NULL","850.00","NULL","S"
"France","NULL","NULL","The shades are mostly lighter and different in tone from those of originals, and except in the case of the 20c. black, and the 1 franc are almost identical with those in use for the perforated Empire issue of the same date.[gap]The 1 franc in the orange shades was not reprinted, and no tête-bêche pairs have been found in the reprints of the first issue.[gap]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","36","NULL","36","NULL","NULL","on 20c. blue","NULL","25c.","NULL","27000.00","NULL","S"
"France","NULL","T 2.","The letter “B” below the bust is the initial of the engraver.[gap]","(Die eng J. J. Barre)","1852","NULL","NULL","1853","NULL","NULL","Imperf.","NULL","NULL","37","NULL","37","NULL","NULL","yellow-bistre (12.52)","NULL","10c.","NULL","49000.00","850.00","S"
"France","NULL","T 2.","The letter “B” below the bust is the initial of the engraver.[gap]","(Die eng J. J. Barre)","1852","NULL","NULL","1853","NULL","NULL","Imperf.","NULL","NULL","37a","NULL","37","a","NULL","bistre-brown/yellowish (1853)","NULL","10c.","NULL","52000.00","1100.00","S"
"France","NULL","T 2.","The letter “B” below the bust is the initial of the engraver.[gap]","(Die eng J. J. Barre)","1852","NULL","NULL","1853","NULL","NULL","Imperf.","NULL","NULL","38","NULL","38","NULL","NULL","deep dull blue (9.52)","NULL","25c.","NULL","5500.00","95.00","S"
"France","NULL","T 2.","The letter “B” below the bust is the initial of the engraver.[gap]","(Die eng J. J. Barre)","1852","NULL","NULL","1853","NULL","NULL","Imperf.","NULL","NULL","39","NULL","39","NULL","NULL","pale blue (1853)","NULL","25c.","NULL","4500.00","48.00","S"
"France","NULL","Reprints. Available for postage.","NULL","NULL","1862","Sept","1","NULL","NULL","NULL","NULL","NULL","NULL","40","NULL","40","NULL","NULL","dull bistre","NULL","10c.","NULL","850.00","NULL","S"
"France","NULL","Reprints. Available for postage.","NULL","NULL","1862","Sept","1","NULL","NULL","NULL","NULL","NULL","NULL","41","NULL","41","NULL","NULL","bright blue","NULL","25c.","NULL","650.00","NULL","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","42","NULL","42","NULL","NULL","olive-green/bluish (1.11.60)","NULL","1c.","NULL","300.00","120.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","42a","NULL","42","a","NULL","olive-green/green","NULL","1c.","NULL","300.00","120.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","43","NULL","43","NULL","NULL","deep bronze-green/bluish","NULL","1c.","NULL","325.00","130.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","44","NULL","44","NULL","NULL","green/bluish (15.12.54)","NULL","5c.","NULL","1400.00","120.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","45","NULL","45","NULL","NULL","dark green/greenish (5.60)","NULL","5c.","NULL","2500.00","275.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","46","NULL","46","NULL","NULL","yell-ochre/lem-yell (Die I) (12.53)","NULL","10c.","NULL","3000.00","95.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","47","NULL","47","NULL","NULL","brown-ochre/yellowish (Die l) (9.54)","NULL","10c.","NULL","900.00","42.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","48","NULL","48","NULL","NULL","orange-bistre/cream (Die I) (1.56)","NULL","10c.","NULL","1000.00","30.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","49","NULL","49","NULL","NULL","pale yellow-buff/cream (indistinct impressions) (Die I) (3.57)","NULL","10c.","NULL","650.00","11.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","50","NULL","50","NULL","NULL","pale yellow-buff/cream (fine impressions) (Die I) (6.58)","NULL","10c.","NULL","650.00","14.50","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","50a","NULL","50","a","NULL","brownish bistre/cream (coarse impressions) (Die I) (9.59)","NULL","10c.","NULL","900.00","36.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","50b","NULL","50","b","NULL","yellowish bistre/yellow (fine impressions) (Die II) (10.60)","NULL","10c.","NULL","1000.00","55.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","50c","NULL","50","c","NULL","brownish bistre/cream (coarse impressions) (Die II) ('61)","NULL","10c.","NULL","1300.00","85.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","51","NULL","51","NULL","NULL","greyish blue/greyish (fine impressions) (Die I) (1.7.54)","NULL","20c.","NULL","400.00","2.40","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","52","NULL","52","NULL","NULL","pale blue/green (Die I) (4.55)","NULL","20c.","NULL","8500.00","95.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","53","NULL","53","NULL","NULL","deep blue/green (Die I) (6.55)","NULL","20c.","NULL","11000.00","250.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","54","NULL","54","NULL","NULL","dark blue/greyish (Die I) (6.55)","NULL","20c.","NULL","500.00","9.50","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","55","NULL","55","NULL","NULL","dark royal blue/bluish (Die l) (11.55)","NULL","20c.","NULL","700.00","17.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","56","NULL","56","NULL","NULL","blue-black (Die I) (6.56)","NULL","20c.","NULL","2250.00","48.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","57","NULL","57","NULL","NULL","bright blue/bluish (Die I) (11.57)","NULL","20c.","NULL","425.00","2.40","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","58","NULL","58","NULL","NULL","blue/azure (Die I) (2.58)","NULL","20c.","NULL","700.00","14.50","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","59","NULL","59","NULL","NULL","dull blue/bluish (coarse impressions) (Die I) (3.59)","NULL","20c.","NULL","400.00","2.40","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","60","NULL","60","NULL","NULL","dull blue/green (coarse impressions) (Die I) (3.61)","NULL","20c.","NULL","7000.00","250.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","61","NULL","61","NULL","NULL","bright blue/bluish (fine impressions) (Die ll) (11.60)","NULL","20c.","NULL","600.00","7.25","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","62","NULL","62","NULL","NULL","bright blue/green (fine impressions) (Die II) (4.61)","NULL","20c.","NULL","9000.00","250.00","S"
"France","NULL","T 3.","NULL","(Die eng J. J. Barre until 1855, then A. Barre)","1853","Nov","3","1861","NULL","NULL","Imperf.","NULL","NULL","62a","NULL","62","a","NULL","dull blue/bluish (coarse impressions) (Die II) (8.61)","NULL","20c.","NULL","500.00","6.00","S"
